6.110100000000000087e+00,2.599482946180076937e+01,1.902067550985788102e+01,1.056774632278090209e+01
5.527700000000000280e+00,2.170601190461382402e+01,2.058487289040454371e+01,8.831558399363286682e+00
8.518599999999999284e+00,4.727840392340961273e+01,7.208038255338889755e+00,1.927570743483841298e+01
7.003199999999999648e+00,3.323026102438937812e+01,2.071513504262940941e+01,1.351176984634447820e+01
5.859799999999999898e+00,2.410954576636989444e+01,1.588836564909225402e+01,9.803704211856295814e+00
8.382899999999999352e+00,4.593140326045670463e+01,6.702263750310358148e+00,1.872053571514344128e+01
7.476399999999999935e+00,3.738062443252262312e+01,9.810413257082309713e+00,1.520842472509344034e+01
8.578099999999999170e+00,4.787447104447798552e+01,1.442019166201672320e+01,1.952153737427322966e+01
6.486200000000000188e+00,2.894560321919793822e+01,2.147313315610303874e+01,1.176618439031385321e+01
5.054599999999999760e+00,1.847720288240426001e+01,2.159992196943629139e+01,7.529097180000858813e+00
5.710700000000000109e+00,2.301658158316962854e+01,7.734078052201736497e+00,9.361367701459604618e+00
1.416399999999999970e+01,1.180686649582220298e+02,2.169789867879850931e+01,4.900435476535432855e+01
5.733999999999999986e+00,2.318589365027969151e+01,2.146729521971565546e+01,9.429861064440764551e+00
8.408400000000000318e+00,4.618320348849020718e+01,1.336376068002839190e+01,1.882427817956397575e+01
5.640699999999999825e+00,2.251123928596767598e+01,1.877259736168091919e+01,9.157001371764639686e+00
5.379400000000000404e+00,2.066906873681291046e+01,7.463953940894914041e+00,8.412829808817125610e+00
6.365400000000000169e+00,2.798248371135716894e+01,1.227111396651716113e+01,1.137467806638124479e+01
5.130099999999999660e+00,1.897695358865868798e+01,2.075566495419993274e+01,7.730426419642016711e+00
6.429599999999999760e+00,2.849253691210654438e+01,1.863393231324786115e+01,1.158197300828261334e+01
7.070800000000000196e+00,3.380986182231065840e+01,2.150723786496714141e+01,1.374837475772793027e+01
6.189099999999999824e+00,2.660293171559680658e+01,1.628996782278344924e+01,1.081446755137234916e+01
2.026999999999999957e+01,2.250799176814970792e+02,5.640287362358137102e+00,9.528519787583748268e+01
5.490099999999999980e+00,2.144097147532602676e+01,1.961162987053270257e+01,8.724493038620845908e+00
6.326100000000000279e+00,2.767227691314772642e+01,2.106926142280846292e+01,1.124864948925980102e+01
5.564899999999999736e+00,2.196965597026524364e+01,1.668492289335260281e+01,8.938086326546017091e+00
1.894500000000000028e+01,1.992921981213852689e+02,1.804192025682651135e+01,8.402347458417177961e+01
1.282799999999999940e+01,9.878388728513827743e+01,1.779101758576037184e+01,4.081487979294982438e+01
1.095700000000000074e+01,7.437808474448900142e+01,1.176383051022082427e+01,3.054024777181290773e+01
1.317600000000000016e+01,1.036598211259147746e+02,1.628545378947872990e+01,4.288002733288076485e+01
2.220299999999999940e+01,2.651801342085913120e+02,7.967219668520165499e+00,1.129090431304671256e+02
5.252399999999999736e+00,1.979903515573595030e+01,1.715401821243360203e+01,8.061820532219961422e+00
6.589400000000000368e+00,2.977985431466891697e+01,5.573664152663215354e+00,1.210556882808606893e+01
9.248200000000000642e+00,5.481544999255756068e+01,9.783356881986740916e+00,2.239103622030342677e+01
5.891799999999999926e+00,2.434705254074410874e+01,5.819944422619763635e+00,9.899885346587861790e+00
8.211100000000000065e+00,4.425093120382217649e+01,6.695245187685040733e+00,1.802862947626026369e+01
7.933399999999999785e+00,4.159363087601396103e+01,1.917069400513241106e+01,1.693617258002981174e+01
8.095900000000000318e+00,4.313971218301520594e+01,1.696134591109493073e+01,1.757154255744174520e+01
5.606300000000000061e+00,2.226472834531010392e+01,1.047343237947334593e+01,9.057344597868357994e+00
1.283600000000000030e+01,9.889480424864973429e+01,2.134800893305246916e+01,4.086181438978667302e+01
6.353399999999999714e+00,2.788760109430995371e+01,5.618549323326011091e+00,1.133612620823692119e+01
5.406900000000000261e+00,2.085964952698955699e+01,1.256281699589426104e+01,8.489757359286663529e+00
6.882500000000000284e+00,3.220647516653045273e+01,1.158058621487522188e+01,1.309411090812856493e+01
1.170800000000000018e+01,8.380479822412851831e+01,1.817549290492607739e+01,3.449585198254817442e+01
5.773699999999999832e+00,2.347564782554183793e+01,1.868533302192031087e+01,9.547103028820366433e+00
7.824699999999999989e+00,4.057344200099549170e+01,8.236642543086462709e+00,1.651730453246528185e+01
7.093099999999999739e+00,3.400203803240989942e+01,1.343914223849823486e+01,1.382684933672632255e+01
5.070199999999999818e+00,1.857997664154633455e+01,1.268033314203048079e+01,7.570492625148762755e+00
5.801400000000000112e+00,2.367876563895299924e+01,1.612803689297209075e+01,9.629308510359747331e+00
1.169999999999999929e+01,8.370175250812627610e+01,1.721102127130133752e+01,3.445252031646481328e+01
5.541599999999999859e+00,2.180435851969235372e+01,1.798947391839722698e+01,8.871293193867064275e+00
7.540199999999999569e+00,3.795676209767430009e+01,9.767934325035280807e+00,1.544437890828723425e+01
5.307699999999999640e+00,2.017583242520541731e+01,1.670154114790640421e+01,8.213800988264498670e+00
7.423899999999999721e+00,3.690946956932158685e+01,1.627892882605508262e+01,1.501554246493596523e+01
7.603100000000000414e+00,3.852860320935675986e+01,7.819935424876494068e+00,1.567867482216392716e+01
6.332799999999999763e+00,2.772505335211628719e+01,7.070816078214832601e+00,1.127008870133649587e+01
6.358900000000000219e+00,2.793107118062684080e+01,1.358685079325048406e+01,1.135378818869369688e+01
6.274200000000000443e+00,2.726497131594832268e+01,2.151155820586805945e+01,1.108322443987157158e+01
5.639700000000000379e+00,2.250405624888679057e+01,1.087339927979017062e+01,9.154097164909288153e+00
9.310200000000000031e+00,5.547869271558506910e+01,1.507951741760375342e+01,2.266587375798924242e+01
9.453599999999999781e+00,5.702627453704128158e+01,8.871116253893717385e+00,2.330758886489649484e+01
8.825400000000000134e+00,5.038739626156110774e+01,1.793073813733982291e+01,2.055896701266283699e+01
5.179299999999999571e+00,1.930580526487388582e+01,9.408439212639951421e+00,7.862960289686236948e+00
2.127899999999999991e+01,2.456474081565560255e+02,1.371726891510565238e+01,1.043084422885203679e+02
1.490799999999999947e+01,1.294657499373624319e+02,1.703431169602350437e+01,5.386991659405544652e+01
1.895899999999999963e+01,1.995573682366344315e+02,2.032914335588012733e+01,8.413896641468039661e+01
7.218200000000000394e+00,3.508908473219138102e+01,2.150378544847123052e+01,1.427096758791423348e+01
8.295099999999999696e+00,4.506910426708564188e+01,1.442592866421127695e+01,1.836539955607040753e+01
1.023600000000000065e+01,6.580130381388050864e+01,7.407927292469675962e+00,2.695691630574323128e+01
5.499399999999999622e+00,2.150639196575449930e+01,7.591188768882927818e+00,8.750917709144168555e+00
2.034100000000000108e+01,2.265010082881814242e+02,9.449887523654709298e+00,9.590751257847112754e+01
1.013599999999999923e+01,6.464871297457806065e+01,1.946714366050098377e+01,2.647657705834127739e+01
