6.110100000000000087e+00,2.599482946180076937e+01,1.902067550985788102e+01,1.759199999999999875e+01
5.527700000000000280e+00,2.170601190461382402e+01,2.058487289040454371e+01,9.130200000000000315e+00
8.518599999999999284e+00,4.727840392340961273e+01,7.208038255338889755e+00,1.366200000000000081e+01
7.003199999999999648e+00,3.323026102438937812e+01,2.071513504262940941e+01,1.185399999999999920e+01
5.859799999999999898e+00,2.410954576636989444e+01,1.588836564909225402e+01,6.823299999999999699e+00
8.382899999999999352e+00,4.593140326045670463e+01,6.702263750310358148e+00,1.188599999999999923e+01
7.476399999999999935e+00,3.738062443252262312e+01,9.810413257082309713e+00,4.348300000000000054e+00
8.578099999999999170e+00,4.787447104447798552e+01,1.442019166201672320e+01,1.200000000000000000e+01
6.486200000000000188e+00,2.894560321919793822e+01,2.147313315610303874e+01,6.598700000000000010e+00
5.054599999999999760e+00,1.847720288240426001e+01,2.159992196943629139e+01,3.816600000000000215e+00
5.710700000000000109e+00,2.301658158316962854e+01,7.734078052201736497e+00,3.252200000000000202e+00
1.416399999999999970e+01,1.180686649582220298e+02,2.169789867879850931e+01,1.550500000000000078e+01
5.733999999999999986e+00,2.318589365027969151e+01,2.146729521971565546e+01,3.155100000000000016e+00
8.408400000000000318e+00,4.618320348849020718e+01,1.336376068002839190e+01,7.225799999999999557e+00
5.640699999999999825e+00,2.251123928596767598e+01,1.877259736168091919e+01,7.161800000000000388e-01
5.379400000000000404e+00,2.066906873681291046e+01,7.463953940894914041e+00,3.512900000000000134e+00
6.365400000000000169e+00,2.798248371135716894e+01,1.227111396651716113e+01,5.304800000000000182e+00
5.130099999999999660e+00,1.897695358865868798e+01,2.075566495419993274e+01,5.607699999999999907e-01
6.429599999999999760e+00,2.849253691210654438e+01,1.863393231324786115e+01,3.651800000000000157e+00
7.070800000000000196e+00,3.380986182231065840e+01,2.150723786496714141e+01,5.389300000000000423e+00
6.189099999999999824e+00,2.660293171559680658e+01,1.628996782278344924e+01,3.138599999999999834e+00
2.026999999999999957e+01,2.250799176814970792e+02,5.640287362358137102e+00,2.176699999999999946e+01
5.490099999999999980e+00,2.144097147532602676e+01,1.961162987053270257e+01,4.262999999999999901e+00
6.326100000000000279e+00,2.767227691314772642e+01,2.106926142280846292e+01,5.187500000000000000e+00
5.564899999999999736e+00,2.196965597026524364e+01,1.668492289335260281e+01,3.082500000000000018e+00
1.894500000000000028e+01,1.992921981213852689e+02,1.804192025682651135e+01,2.263800000000000168e+01
1.282799999999999940e+01,9.878388728513827743e+01,1.779101758576037184e+01,1.350099999999999945e+01
1.095700000000000074e+01,7.437808474448900142e+01,1.176383051022082427e+01,7.046700000000000408e+00
1.317600000000000016e+01,1.036598211259147746e+02,1.628545378947872990e+01,1.469200000000000017e+01
2.220299999999999940e+01,2.651801342085913120e+02,7.967219668520165499e+00,2.414699999999999847e+01
5.252399999999999736e+00,1.979903515573595030e+01,1.715401821243360203e+01,-1.219999999999999973e+00
6.589400000000000368e+00,2.977985431466891697e+01,5.573664152663215354e+00,5.996599999999999930e+00
9.248200000000000642e+00,5.481544999255756068e+01,9.783356881986740916e+00,1.213400000000000034e+01
5.891799999999999926e+00,2.434705254074410874e+01,5.819944422619763635e+00,1.849499999999999922e+00
8.211100000000000065e+00,4.425093120382217649e+01,6.695245187685040733e+00,6.542600000000000193e+00
7.933399999999999785e+00,4.159363087601396103e+01,1.917069400513241106e+01,4.562299999999999578e+00
8.095900000000000318e+00,4.313971218301520594e+01,1.696134591109493073e+01,4.116399999999999615e+00
5.606300000000000061e+00,2.226472834531010392e+01,1.047343237947334593e+01,3.392799999999999816e+00
